playerID,careerPassYards,careerPassTDs,careerINTs,careerPasserRating,careerCompPct,careerSacks,careerGamesStarted,careerQBRushYards,seasonHighPassYards,seasonHighPassTDs,careerRushYards,careerRushTDs,careerYPC,careerRushAttempts,careerFumbles,seasonHighRushYards,careerRecYards,careerReceptions,careerRecTDs,careerYPR,seasonHighRecYards,seasonHighReceptions,careerTargets,careerTotalTDs,seasonHighRecTDs,seasonHighRushTDs,seasons
00-0020700,0,0,0,0.0,0,0,27,0,0,0,430,10,3.23,133,3,336,141,24,3,5.9,81,13,27,13,3,8,4
00-0020735,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,12,2,0,6.0,7,1,2,0,0,0,2
00-0020739,0,0,0,0.0,0,0,11,0,0,0,190,2,3.22,59,2,155,177,23,2,7.7,157,22,24,4,1,2,2
00-0020754,0,0,0,0.0,0,0,32,0,0,0,86,0,6.14,14,4,71,1062,57,8,18.6,522,25,76,8,4,0,3
00-0020770,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,80,3,0,26.7,80,3,3,0,0,0,1
00-0020780,0,0,0,39.6,0.0,1,19,0,0,0,4,0,4.0,1,0,4,490,40,1,12.2,287,24,40,1,1,0,4
00-0020786,0,0,0,0.0,0,0,1,0,0,0,4,0,2.0,2,0,4,0,0,0,0,0,0,0,0,0,0,1
00-0020793,0,0,0,0.0,0,0,1,0,0,0,54,0,6.0,9,0,54,15,2,0,7.5,15,2,2,0,0,0,1
00-0020794,0,0,0,0.0,0,0,9,0,0,0,5,0,2.5,2,0,5,163,13,1,12.5,103,6,13,1,1,0,3
00-0020797,0,0,0,0.0,0,0,41,0,0,0,869,6,4.24,205,4,362,424,55,1,7.7,154,16,55,7,1,3,4
00-0020804,0,0,0,0.0,0,0,19,0,0,0,39,1,4.33,9,1,34,109,16,0,6.8,55,7,22,1,0,1,6
00-0020805,0,0,0,0.0,0,0,50,0,0,0,84,3,2.9,29,2,26,364,68,3,5.4,162,25,73,6,2,2,7
00-0020820,0,0,0,0.0,0,0,34,0,0,0,951,4,4.49,212,2,515,281,39,0,7.2,161,27,39,4,0,3,5
00-0020828,0,0,0,0.0,0,0,12,0,0,0,0,0,0,0,0,0,273,22,2,12.4,201,16,31,2,1,0,2
00-0020849,0,0,0,0.0,0,0,17,0,0,0,0,0,0.0,1,1,0,118,19,3,6.2,88,13,24,3,3,0,2
00-0020904,0,0,0,0.0,0,0,55,0,0,0,148,0,11.38,13,1,55,2586,187,11,13.8,725,57,200,11,4,0,5
00-0020917,0,0,0,0.0,0,0,20,0,0,0,193,0,3.02,64,1,113,88,9,1,9.8,62,7,9,1,1,0,4
00-0020964,22,1,0,152.1,1.0,0,57,0,14,1,889,4,3.69,241,5,283,1059,139,5,7.6,347,48,143,9,2,2,5
00-0020973,0,0,0,39.6,0.0,1,6,0,0,0,21,1,2.62,8,0,21,0,0,0,0,0,0,0,1,0,1,2
00-0020984,0,0,0,39.6,0.0,0,25,0,0,0,0,0,0,0,0,0,578,43,4,13.4,323,26,50,4,2,0,3
00-0020985,0,0,0,0.0,0,0,15,0,0,0,0,0,0,0,0,0,189,21,1,9.0,76,7,21,1,1,0,4
00-0021006,0,0,0,0.0,0,0,12,0,0,0,14,0,2.8,5,1,14,203,21,0,9.7,203,21,21,0,0,0,1
00-0021028,0,0,0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,69,8,0,8.6,69,8,8,0,0,0,1
00-0021031,0,0,0,0.0,0,0,12,0,0,0,27,1,2.25,12,1,18,188,19,3,9.9,167,16,20,4,3,1,2
00-0021048,0,0,0,0.0,0,0,17,0,0,0,142,0,3.16,45,0,68,72,9,0,8.0,36,6,13,0,0,0,4
00-0021063,0,0,0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,39,4,0,9.8,39,4,8,0,0,0,1
00-0021121,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,0,8.0,8,1,2,0,0,0,1
00-0021129,0,0,0,0.0,0,0,4,0,0,0,12,0,6.0,2,0,12,49,5,0,9.8,49,5,5,0,0,0,1
00-0021371,0,0,0,0.0,0,0,13,0,0,0,10,0,2.0,5,2,10,121,16,1,7.6,59,10,16,1,1,0,4
00-0021403,0,0,0,0.0,0,0,6,0,0,0,0,0,0,0,0,0,123,12,0,10.2,62,5,12,0,0,0,4
00-0021406,0,0,0,0.0,0,0,25,0,0,0,0,0,0,0,0,0,605,45,2,13.4,415,29,45,2,1,0,3
00-0021409,0,0,0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,25,3,0,8.3,25,3,3,0,0,0,1
00-0021424,0,0,0,0.0,0,0,13,0,0,0,12,0,12.0,1,0,12,365,33,1,11.1,187,18,33,1,1,0,2
00-0021425,0,0,0,0.0,0,0,4,0,0,0,24,0,8.0,3,0,17,0,0,0,0,0,0,0,0,0,0,2
00-0021434,0,0,0,0.0,0,0,1,0,0,0,2,0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,1
00-0021437,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,10,1,0,10.0,10,1,1,0,0,0,1
00-0021460,0,0,0,0.0,0,0,18,0,0,0,0,0,0,0,0,0,310,34,2,9.1,166,17,34,2,2,0,4
00-0021508,0,0,0,39.6,0.0,0,80,0,0,0,29,0,4.83,6,1,16,1992,152,8,13.1,561,48,174,8,3,0,8
00-0021509,0,0,0,0.0,0,0,20,0,0,0,196,0,4.17,47,1,91,230,33,0,7.0,123,14,33,0,0,0,5
00-0021525,0,0,0,0.0,0,0,54,0,0,0,0,0,0,0,1,0,677,88,5,7.7,160,23,97,5,2,0,7
00-0021528,0,0,0,0.0,0,0,5,0,0,0,27,0,2.7,10,0,27,30,4,0,7.5,30,4,4,0,0,0,1
00-0021530,0,0,0,0.0,0,0,13,0,0,0,7,0,7.0,1,0,7,468,43,0,10.9,417,40,43,0,0,0,2
00-0021547,0,0,0,0.0,0,0,227,0,0,0,0,0,0,0,8,0,11841,955,116,12.4,1157,89,1233,116,13,0,16
00-0021554,0,0,0,0.0,0,0,9,0,0,0,0,0,0,0,0,0,73,11,0,6.6,54,8,11,0,0,0,2
00-0021560,0,0,0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,50,5,0,10.0,45,4,5,0,0,0,2
00-0021570,0,0,0,0.0,0,0,37,0,0,0,4,0,4.0,1,0,4,766,45,5,17.0,308,15,66,5,2,0,9
00-0021581,0,0,0,0.0,0,0,1,0,0,0,9,0,9.0,1,0,9,13,3,0,4.3,13,3,3,0,0,0,1
00-0021586,0,0,0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,26,4,0,6.5,17,3,4,0,0,0,2
00-0021629,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,0,9.0,9,1,1,0,0,0,1
00-0021636,0,0,0,0.0,0,0,6,0,0,0,0,0,0,0,0,0,81,10,0,8.1,78,9,10,0,0,0,2
00-0021647,18,0,0,118.8,1.0,0,42,0,18,0,7,0,7.0,1,1,7,1266,91,8,13.9,448,34,111,8,4,0,6
00-0021673,0,0,0,0.0,0,0,24,0,0,0,216,3,3.66,59,2,128,147,22,0,6.7,138,20,22,3,0,2,3
00-0021678,34183,248,117,97.1,0.652,249,132,623,4903,36,623,5,2.65,235,22,132,-1,1,0,-1.0,0,1,1,5,0,2,12
00-0021712,0,0,0,0.0,0,0,11,0,0,0,0,0,0,0,0,0,396,35,1,11.3,396,35,35,1,1,0,1
00-0021747,0,0,0,0.0,0,0,2,0,0,0,13,0,1.86,7,0,15,0,0,0,0,0,0,0,0,0,0,2
00-0021750,0,0,0,0.0,0,0,20,0,0,0,497,6,2.98,167,2,255,309,41,0,7.5,132,18,41,6,0,4,4
00-0021755,5,2,0,118.8,1.0,0,68,0,3,1,2047,15,4.29,477,6,898,904,129,1,7.0,324,49,145,16,1,10,8
00-0021756,0,0,0,0.0,0,0,63,0,0,0,0,0,0,0,2,0,782,92,12,8.5,296,29,128,12,3,0,10
00-0021780,0,0,0,0.0,0,0,13,0,0,0,0,0,0,0,1,0,330,31,1,10.6,101,8,31,1,1,0,5
00-0021788,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,0,8.0,8,1,1,0,0,0,1
00-0021810,0,0,0,0.0,0,0,3,0,0,0,26,0,13.0,2,0,26,10,2,0,5.0,10,2,2,0,0,0,1
00-0021813,0,0,0,0.0,0,0,5,0,0,0,0,0,0,0,0,0,57,7,0,8.1,37,4,7,0,0,0,2
00-0021845,0,0,0,0.0,0,0,29,0,0,0,220,2,4.31,51,0,80,102,24,1,4.2,51,14,24,3,1,2,6
00-0021852,0,0,0,0.0,0,0,5,0,0,0,0,0,0,0,0,0,87,9,1,9.7,87,9,9,1,1,0,1
00-0021868,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,14,1,0,14.0,14,1,1,0,0,0,1
00-0021890,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00-0021955,0,0,0,0.0,0,0,10,0,0,0,5,0,2.5,2,1,5,56,10,1,5.6,36,6,10,1,1,0,4
00-0021969,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,14,3,0,4.7,12,2,3,0,0,0,2
00-0022116,0,0,0,0.0,0,0,12,0,0,0,149,0,3.04,49,2,102,71,7,0,10.1,46,5,7,0,0,0,2
00-0022174,0,0,0,0.0,0,0,4,0,0,0,56,1,2.95,19,0,56,0,0,0,0,0,0,0,1,0,1,1
00-0022206,0,0,0,0.0,0,0,16,0,0,0,533,3,4.4,121,1,533,77,13,1,5.9,77,13,13,4,1,3,1
00-0022224,0,0,0,0.0,0,0,2,0,0,0,9,0,2.25,4,0,9,8,1,0,8.0,8,1,1,0,0,0,1
00-0022228,0,0,0,0.0,0,0,1,0,0,0,5,0,1.67,3,0,5,0,0,0,0,0,0,0,0,0,0,1
00-0022232,0,0,0,0.0,0,0,7,0,0,0,0,0,0,0,0,0,136,9,1,15.1,87,6,9,1,1,0,2
00-0022240,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,82,5,0,16.4,82,5,5,0,0,0,1
00-0022250,0,0,0,39.6,0.0,0,75,0,0,0,5376,24,4.29,1252,16,1494,699,85,5,8.2,222,31,86,29,3,13,6
00-0022255,0,0,0,0.0,0,0,9,0,0,0,105,2,3.18,33,0,105,30,6,0,5.0,30,6,6,2,0,2,1
00-0022277,0,0,0,0.0,0,0,8,0,0,0,0,0,0,0,1,0,249,16,0,15.6,244,15,18,0,0,0,2
00-0022288,0,0,0,0.0,0,0,57,0,0,0,633,2,3.77,168,3,277,580,72,3,8.1,232,24,83,5,2,1,7
00-0022290,0,0,0,0.0,0,0,6,0,0,0,9,0,1.8,5,1,9,10,2,0,5.0,10,2,2,0,0,0,1
00-0022296,0,0,0,0.0,0,0,1,0,0,0,-3,0,-3.0,1,0,-3,0,0,0,0,0,0,0,0,0,0,1
00-0022307,0,0,0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,108,6,1,18.0,108,6,6,1,1,0,1
00-0022308,0,0,0,0.0,0,0,2,0,0,0,8,0,8.0,1,0,8,9,1,0,9.0,9,1,1,0,0,0,1
00-0022363,0,0,0,0.0,0,0,3,0,0,0,53,0,3.53,15,0,53,0,0,0,0,0,0,0,0,0,0,1
00-0022384,0,0,0,0.0,0,0,4,0,0,0,76,0,2.62,29,0,76,16,2,0,8.0,16,2,2,0,0,0,1
00-0022385,0,0,0,0.0,0,0,9,0,0,0,0,0,0,0,0,0,184,17,1,10.8,133,12,17,1,1,0,2
00-0022388,0,0,0,0.0,0,0,48,0,0,0,8,0,2.67,3,2,8,1018,84,6,12.1,385,23,105,6,3,0,8
00-0022397,0,0,0,0.0,0,0,96,0,0,0,93,3,2.66,35,2,35,796,123,5,6.5,155,25,159,8,2,1,9
00-0022403,0,0,0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,93,9,1,10.3,70,8,9,1,1,0,2
00-0022405,0,0,0,0.0,0,0,54,0,0,0,296,1,3.12,95,1,123,241,42,1,5.7,72,12,65,2,1,1,7
00-0022414,0,0,0,0.0,0,0,109,0,0,0,0,0,0,0,2,0,5550,321,34,17.3,856,56,532,34,6,0,11
00-0022421,0,0,0,0.0,0,0,45,0,0,0,0,0,0,0,1,0,1129,76,7,14.9,358,21,95,7,4,0,7
00-0022427,0,0,0,0.0,0,0,158,0,0,0,151,0,8.39,18,5,36,9924,904,50,11.0,1569,123,1151,50,10,0,12
00-0022431,0,0,0,0.0,0,0,4,0,0,0,22,2,1.38,16,0,18,10,1,0,10.0,10,1,1,2,0,1,2
00-0022434,0,0,0,0.0,0,0,20,0,0,0,118,0,3.81,31,1,68,76,17,0,4.5,49,12,17,0,0,0,3
00-0022447,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,15,2,0,7.5,15,2,2,0,0,0,1
00-0022449,0,0,0,0.0,0,0,6,0,0,0,19,1,4.75,4,0,19,2,1,0,2.0,2,1,1,1,0,1,1
00-0022464,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,4.0,4,1,1,0,0,0,1
00-0022483,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,26,1,0,26.0,26,1,1,0,0,0,1
00-0022484,0,0,0,0.0,0,0,18,0,0,0,0,0,0,0,1,0,297,33,2,9.0,260,27,43,2,2,0,2
00-0022529,0,0,0,0.0,0,0,15,0,0,0,13,0,2.6,5,0,13,90,17,1,5.3,31,7,20,1,1,0,3
00-0022538,0,0,0,0.0,0,0,20,0,0,0,330,2,3.71,89,0,167,137,20,0,6.8,118,17,20,2,0,2,3
00-0022555,0,0,0,0.0,0,0,36,0,0,0,0,0,0,0,4,0,923,87,3,10.6,377,37,87,3,2,0,4
00-0022564,0,0,0,0.0,0,0,4,0,0,0,19,0,3.8,5,0,19,35,3,0,11.7,20,2,3,0,0,0,2
00-0022582,0,0,0,0.0,0,0,11,0,0,0,0,0,0,0,0,0,141,17,1,8.3,69,8,17,1,1,0,4
00-0022590,28,0,0,58.3,0.5,1,3,4,28,0,4,0,2.0,2,0,2,0,0,0,0,0,0,0,0,0,0,2
00-0022613,0,0,0,0.0,0,0,10,0,0,0,0,0,0,0,0,0,208,18,0,11.6,165,14,18,0,0,0,3
00-0022621,0,0,0,0.0,0,0,5,0,0,0,0,0,0,0,0,0,104,9,0,11.6,92,7,9,0,0,0,2
00-0022951,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,42,4,0,10.5,42,4,4,0,0,0,1
00-0022970,0,0,0,0.0,0,0,10,0,0,0,15,1,3.75,4,0,12,49,9,0,5.4,26,5,9,1,0,1,2
00-0022984,0,0,0,0.0,0,0,67,0,0,0,4148,27,4.34,956,8,1253,762,93,2,8.2,268,30,104,29,1,11,6
00-0022999,0,0,0,0.0,0,0,109,0,0,0,658,19,3.03,217,1,281,642,98,9,6.6,148,16,121,28,2,4,12
00-0023039,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,13,1,0,13.0,13,1,1,0,0,0,1
00-0023051,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,7.0,7,1,1,0,0,0,1
00-0023063,0,0,0,0.0,0,0,51,0,0,0,679,3,4.5,151,1,323,687,75,4,9.2,313,39,86,7,2,2,5
00-0023064,0,0,0,0.0,0,0,1,0,0,0,8,0,2.67,3,0,8,0,0,0,0,0,0,0,0,0,0,1
00-0023072,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,22,2,1,11.0,22,2,2,1,1,0,1
00-0023074,0,0,0,39.6,0.0,0,35,0,0,0,972,11,3.63,268,6,582,292,43,1,6.8,106,17,43,12,1,6,5
00-0023108,0,0,0,0.0,0,0,23,0,0,0,0,0,0,0,0,0,137,22,0,6.2,42,7,39,0,0,0,5
00-0023151,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,6.0,6,1,1,0,0,0,1
00-0023158,159,0,1,58.4,0.581,0,2,-16,153,0,-16,0,-5.33,3,2,0,0,0,0,0,0,0,0,0,0,0,2
00-0023159,0,0,0,0.0,0,0,3,0,0,0,9,0,3.0,3,0,9,20,2,0,10.0,20,2,2,0,0,0,1
00-0023163,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,2.0,2,1,1,0,0,0,1
00-0023176,83,0,1,30.7,0.4,1,99,0,38,0,805,2,5.67,142,8,381,1175,110,7,10.7,518,41,174,9,4,1,10
00-0023179,0,0,0,0.0,0,0,10,0,0,0,0,0,0,0,1,0,50,11,3,4.5,32,8,11,3,3,0,2
00-0023192,0,0,0,0.0,0,0,15,0,0,0,266,1,3.64,73,0,182,16,3,0,5.3,16,3,3,1,0,1,3
00-0023210,0,0,0,0.0,0,0,10,0,0,0,0,0,0,0,0,0,181,13,0,13.9,162,11,14,0,0,0,3
00-0023217,0,0,0,0.0,0,0,19,0,0,0,0,0,0,0,2,0,381,43,2,8.9,270,28,43,2,1,0,2
00-0023218,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,25,1,0,25.0,25,1,1,0,0,0,1
00-0023222,0,0,0,39.6,0.0,0,4,0,0,0,0,0,0,0,0,0,126,9,0,14.0,126,9,9,0,0,0,1
00-0023248,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,16,2,0,8.0,16,2,2,0,0,0,1
00-0023251,0,0,0,0.0,0,0,13,0,0,0,172,2,2.97,58,0,87,20,3,0,6.7,14,2,4,2,0,2,3
00-0023258,0,0,0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,46,6,0,7.7,46,6,6,0,0,0,1
00-0023310,0,0,1,0.0,0.0,0,118,0,0,0,7,1,3.5,2,2,7,4816,389,44,12.4,1041,79,525,45,10,1,10
00-0023367,0,0,0,0.0,0,0,151,0,0,0,38,1,2.71,14,2,18,6954,458,44,15.2,1023,74,774,45,7,1,10
00-0023408,0,0,0,0.0,0,0,52,0,0,0,1,0,0.5,2,0,1,1730,146,5,11.8,613,55,197,5,2,0,6
00-0023426,0,0,0,0.0,0,0,1,0,0,0,9,0,2.25,4,0,9,0,0,0,0,0,0,0,0,0,0,1
00-0023429,0,0,0,0.0,0,0,48,0,0,0,14,0,4.67,3,0,14,1099,92,5,11.9,445,35,101,5,2,0,6
00-0023572,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,14,2,0,7.0,14,2,2,0,0,0,1
00-0023701,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,39,5,0,7.8,32,3,5,0,0,0,2
00-0023704,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,13,2,0,6.5,13,2,2,0,0,0,1
00-0023714,0,0,0,0.0,0,0,3,0,0,0,3,0,1.0,3,0,3,14,3,0,4.7,14,3,3,0,0,0,1
00-0023752,0,0,0,0.0,0,0,65,0,0,0,0,0,0,0,4,0,1334,114,12,11.7,391,41,174,12,4,0,7
00-0023764,0,0,0,0.0,0,0,12,0,0,0,360,2,4.56,79,3,216,94,5,0,18.8,69,3,5,2,0,2,2
00-0023774,0,0,0,0.0,0,0,29,0,0,0,21,0,2.1,10,1,15,150,33,2,4.5,67,16,35,2,1,0,4
00-0023784,0,0,0,0.0,0,0,18,0,0,0,0,0,0,0,1,0,294,23,0,12.8,136,10,32,0,0,0,3
00-0023788,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,3.0,3,1,1,0,0,0,1
00-0023790,0,0,0,0.0,0,0,12,0,0,0,0,0,0,0,1,0,100,11,0,9.1,65,6,24,0,0,0,4
00-0023797,0,0,0,0.0,0,0,9,0,0,0,0,0,0,0,1,0,78,9,2,8.7,46,5,13,2,2,0,3
00-0023806,0,0,0,0.0,0,0,11,0,0,0,191,0,7.35,26,0,183,68,6,0,11.3,49,4,6,0,0,0,2
00-0023822,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,13,1,0,13.0,13,1,1,0,0,0,1
00-0023832,0,0,0,0.0,0,0,7,0,0,0,0,0,0,0,0,0,112,7,4,16.0,112,7,10,4,4,0,1
00-0023844,0,0,0,0.0,0,0,4,0,0,0,160,1,3.81,42,1,123,40,3,0,13.3,40,3,3,1,0,1,2
00-0023858,0,0,0,0.0,0,0,3,0,0,0,3,0,3.0,1,0,3,13,2,0,6.5,13,2,2,0,0,0,1
00-0023859,56,0,1,30.9,0.545,0,1,2,56,0,2,0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,1
00-0023867,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,37,3,0,12.3,37,3,3,0,0,0,1
00-0023878,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,6.0,6,1,1,0,0,0,1
00-0023881,0,0,0,0.0,0,0,3,0,0,0,130,0,7.65,17,0,130,24,3,1,8.0,24,3,3,1,1,0,1
00-0023889,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,16,2,0,8.0,16,2,2,0,0,0,1
00-0023891,0,0,0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,12,3,0,4.0,10,2,3,0,0,0,2
00-0023897,0,0,0,0.0,0,0,12,0,0,0,0,0,0,0,0,0,248,19,2,13.1,146,11,19,2,1,0,2
00-0023921,0,0,0,0.0,0,0,102,0,0,0,94,1,8.55,11,4,93,5273,361,37,14.6,1320,81,605,38,11,1,9
00-0023928,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,39,3,0,13.0,39,3,3,0,0,0,1
00-0023947,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,0,9.0,9,1,1,0,0,0,1
00-0023953,0,0,0,0.0,0,0,36,0,0,0,0,0,0,0,1,0,739,53,2,13.9,314,19,74,2,1,0,5
00-0023968,0,0,0,39.6,0.0,0,35,0,0,0,3,0,3.0,1,1,3,502,47,3,10.7,250,23,75,3,2,0,7
00-0023981,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,33,4,0,8.2,33,4,4,0,0,0,1
00-0023991,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,18,1,0,18.0,18,1,1,0,0,0,1
00-0024011,0,0,0,0.0,0,0,45,0,0,0,1475,14,3.73,395,6,677,258,33,0,7.8,158,20,36,14,0,8,5
00-0024013,0,0,1,0.0,0.0,0,39,0,0,0,0,0,0,0,1,0,1096,77,6,14.2,464,33,87,6,3,0,5
00-0024044,0,0,0,0.0,0,0,4,0,0,0,3,0,1.5,2,0,3,41,4,0,10.2,41,4,4,0,0,0,1
00-0024067,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,4,2,0,2.0,4,2,2,0,0,0,1
00-0024069,0,0,0,0.0,0,0,7,0,0,0,0,0,0,0,0,0,46,7,1,6.6,46,7,7,1,1,0,1
00-0024077,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,5.0,5,1,1,0,0,0,1
00-0024103,0,0,0,0.0,0,0,17,0,0,0,292,3,5.21,56,0,209,132,12,0,11.0,113,8,16,3,0,2,4
00-0024148,0,0,0,0.0,0,0,1,0,0,0,72,1,6.0,12,0,72,0,0,0,0,0,0,0,1,0,1,1
00-0024158,0,0,0,0.0,0,0,2,0,0,0,0,0,0.0,1,0,0,12,1,0,12.0,12,1,1,0,0,0,1
00-0024170,0,0,0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,18,5,1,3.6,18,5,5,1,1,0,1
00-0024171,0,0,0,0.0,0,0,6,0,0,0,0,0,0,0,0,0,108,8,0,13.5,87,6,9,0,0,0,2
00-0024172,0,0,0,0.0,0,0,30,0,0,0,171,2,4.62,37,0,88,409,32,4,12.8,275,19,44,6,2,1,4
00-0024174,0,0,0,0.0,0,0,10,0,0,0,2,0,1.0,2,0,2,165,19,2,8.7,136,15,19,2,1,0,3
00-0024189,0,0,0,0.0,0,0,1,0,0,0,8,0,2.67,3,0,8,0,0,0,0,0,0,0,0,0,0,1
00-0024202,0,0,0,0.0,0,0,1,0,0,0,29,0,2.9,10,0,29,14,5,1,2.8,14,5,5,1,1,0,1
00-0024204,27,1,0,135.4,0.5,0,120,0,27,1,5735,30,4.39,1305,24,1062,2897,354,9,8.2,501,66,462,39,2,9,9
00-0024272,0,0,0,0.0,0,1,103,0,0,0,116,1,3.31,35,5,61,3311,256,16,12.9,757,57,391,17,4,1,9
00-0024489,0,0,0,0.0,0,0,61,0,0,0,80,0,3.33,24,5,24,561,73,2,7.7,138,15,87,2,2,0,6
00-0024529,0,0,0,0.0,0,0,23,0,0,0,0,0,0,0,0,0,240,31,1,7.7,166,19,41,1,1,0,3
00-0024535,0,0,0,0.0,0,0,34,0,0,0,57,0,5.7,10,0,53,358,39,4,9.2,102,11,47,4,2,0,9
00-0024542,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,19,1,0,19.0,19,1,1,0,0,0,1
00-0024549,0,0,0,0.0,0,0,23,0,0,0,1032,2,5.13,201,3,729,247,38,0,6.5,231,35,38,2,0,1,2
00-0024553,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,6.0,6,1,1,0,0,0,1
00-0024559,0,0,0,0.0,0,0,41,0,0,0,375,1,4.08,92,1,163,352,51,0,6.9,170,27,70,1,0,1,5
00-0024561,0,0,0,0.0,0,0,9,0,0,0,127,0,3.97,32,0,127,58,6,0,9.7,58,6,7,0,0,0,1
00-0024595,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,1,0,39,3,0,13.0,39,3,3,0,0,0,1
00-0024607,0,0,0,0.0,0,0,24,0,0,0,0,0,0,0,2,0,291,30,0,9.7,150,16,47,0,0,0,4
00-0024609,0,0,0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,169,7,0,24.1,169,7,7,0,0,0,1
00-0024625,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,0,1.5,3,2,2,0,0,0,1
00-0024681,0,0,0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,30,3,0,10.0,30,3,3,0,0,0,1
00-0024682,0,0,0,0.0,0,0,9,0,0,0,0,0,0,0,0,0,54,8,0,6.8,28,6,9,0,0,0,3
00-0024687,0,0,0,0.0,0,0,11,0,0,0,0,0,0,0,0,0,195,14,0,13.9,98,9,20,0,0,0,2
00-0024698,0,0,0,0.0,0,0,5,0,0,0,64,1,2.13,30,0,64,15,2,0,7.5,15,2,2,1,0,1,1
00-0024738,0,0,0,0.0,0,0,12,0,0,0,111,1,3.08,36,1,67,10,1,0,10.0,10,1,2,1,0,1,2
00-0024756,0,0,0,0.0,0,0,28,0,0,0,0,0,0,0,0,0,385,30,1,12.8,267,18,61,1,1,0,4
00-0024763,0,0,0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,13,4,0,3.2,13,4,4,0,0,0,1
00-0024812,831,2,7,60.7,0.6,13,8,20,796,2,20,0,2.86,7,1,15,0,0,0,0,0,0,0,0,0,0,2
00-0024813,0,0,0,0.0,0,0,105,0,0,0,3808,28,4.58,831,5,793,2693,338,12,8.0,513,77,386,40,3,9,9
00-0024824,18,0,0,104.2,1.0,0,5,-13,15,0,-13,0,-2.6,5,0,0,0,0,0,0,0,0,0,0,0,0,2
00-0024825,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,26,2,0,13.0,26,2,3,0,0,0,1
00-0024846,0,0,0,0.0,0,0,17,0,0,0,98,3,2.58,38,0,77,94,13,0,7.2,96,12,16,3,0,3,3
00-0024850,0,0,0,0.0,0,0,4,0,0,0,264,1,4.55,58,0,264,81,13,0,6.2,81,13,13,1,0,1,1
